Date,Channel,Chain,Depot,SubCat,SKU,UnitsSold,key
01/10/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,3384.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/10/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,33862.99992,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/10/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,3480.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/10/23,Retail,QuickPick,South Depot,Bakery,PRD0017,3552.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/10/23,Retail,FoodBazaar,South Depot,Bakery,PRD0016,3576.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/10/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,360.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/10/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,405.0,Retail_QuickPick_Lakeside Depot_Frozen Foods_PRD0023
01/10/23,Online,DailyNeeds,East Depot,Dairy,PRD0008,450575.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/10/23,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,456.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/10/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,540.0,Retail_ValueStore_Lakeside Depot_Frozen Foods_PRD0021
01/10/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,5760.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/10/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,5760.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/10/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,584.0001,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/10/23,Retail,FoodBazaar,South Depot,Household,PRD0030,5928.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/10/23,Online,FreshMart,North Depot,Dairy,PRD0012,59500.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/10/23,Retail,ValueStore,Central Depot,Personal Care,PRD0024,6000.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/10/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,6165.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/10/23,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,62064.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/10/23,Retail,ValueStore,South Depot,Personal Care,PRD0024,6384.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/10/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,855.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/10/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0014,9336.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0014
01/10/23,Retail,SuperShop,West Depot,Produce,PRD0040,9600.0,Retail_SuperShop_West Depot_Produce_PRD0040
01/10/23,Online,DailyNeeds,East Depot,Bakery,PRD0016,9960.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/11/23,Online,DailyNeeds,East Depot,Bakery,PRD0017,10176.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/11/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,1080.0,Retail_ValueStore_Lakeside Depot_Frozen Foods_PRD0021
01/11/23,Online,DailyNeeds,East Depot,Bakery,PRD0016,11304.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/11/23,Retail,QuickPick,South Depot,Bakery,PRD0016,1176.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/11/23,Online,FreshMart,North Depot,Dairy,PRD0012,126525.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/11/23,Online,DailyNeeds,East Depot,Snacks,PRD0004,13725.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/11/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,1509.0,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/11/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,16894.99992,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/11/23,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,1728.0,Retail_QuickPick_Lakeside Depot_Bakery_PRD0018
01/11/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1848.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/11/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,1890.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0021
01/11/23,Retail,QuickPick,South Depot,Bakery,PRD0017,2016.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/11/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,225.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/11/23,Retail,SuperShop,West Depot,Produce,PRD0040,2400.0,Retail_SuperShop_West Depot_Produce_PRD0040
01/11/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,2565.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/11/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,2640.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/11/23,Online,DailyNeeds,East Depot,Snacks,PRD0005,26685.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/11/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,29070.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/11/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,2952.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/11/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,315.0,Retail_FoodBazaar_Lakeside Depot_Frozen Foods_PRD0023
01/11/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,3408.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/11/23,Online,FreshMart,North Depot,Pantry,PRD0038,3450.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/11/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,3624.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/11/23,Retail,FoodBazaar,South Depot,Bakery,PRD0016,3648.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/11/23,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,38928.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/11/23,Online,DailyNeeds,East Depot,Dairy,PRD0008,399420.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/11/23,Online,FreshMart,North Depot,Dairy,PRD0009,40425.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/11/23,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,405.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/11/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,4275.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/11/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,450.0,Retail_QuickPick_Lakeside Depot_Frozen Foods_PRD0023
01/11/23,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,456.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/11/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,5310.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/11/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,540.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/11/23,Retail,ValueStore,Central Depot,Personal Care,PRD0024,5856.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/11/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,6120.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/11/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,6255.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/11/23,Retail,FoodBazaar,South Depot,Household,PRD0030,6288.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/11/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0014,6552.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0014
01/11/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,675.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/11/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,720.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/11/23,Retail,ValueStore,South Depot,Personal Care,PRD0024,7872.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/11/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,7896.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/11/23,Retail,ValueStore,Uptown Depot,Household,PRD0030,96.0,Retail_ValueStore_Uptown Depot_Household_PRD0030
01/12/23,Online,DailyNeeds,East Depot,Bakery,PRD0016,10008.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/12/23,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,1104.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/12/23,Online,DailyNeeds,East Depot,Bakery,PRD0017,11328.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/12/23,Online,FreshMart,North Depot,Dairy,PRD0012,116760.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/12/23,Retail,FoodBazaar,South Depot,Bakery,PRD0016,1246.99992,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/12/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,1272.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/12/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,1315.00008,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/12/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,1344.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/12/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,14542.00008,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/12/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,14670.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/12/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,1755.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/12/23,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,180.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/12/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1800.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/12/23,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,18528.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/12/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,1890.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0021
01/12/23,Online,DailyNeeds,East Depot,Snacks,PRD0004,20205.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/12/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,2025.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/12/23,Retail,QuickPick,South Depot,Bakery,PRD0017,2470.99992,Retail_QuickPick_South Depot_Bakery_PRD0017
01/12/23,Online,FreshMart,North Depot,Dairy,PRD0009,26250.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/12/23,Online,DailyNeeds,East Depot,Snacks,PRD0005,27000.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/12/23,Online,FreshMart,North Depot,Pantry,PRD0038,2850.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/12/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,2970.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/12/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,3000.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/12/23,Retail,FoodBazaar,South Depot,Household,PRD0030,3120.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/12/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,315.0,Retail_QuickPick_Lakeside Depot_Frozen Foods_PRD0023
01/12/23,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,3384.0,Retail_QuickPick_Lakeside Depot_Bakery_PRD0018
01/12/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,3510.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/12/23,Retail,ValueStore,South Depot,Personal Care,PRD0024,3552.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/12/23,Retail,ValueStore,Central Depot,Personal Care,PRD0024,3840.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/12/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,3960.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/12/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,405.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/12/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,4176.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/12/23,Online,DailyNeeds,East Depot,Dairy,PRD0008,429105.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/12/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,450.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/12/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,495.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/12/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,495.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/12/23,Retail,QuickPick,South Depot,Bakery,PRD0016,576.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/12/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,6072.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/12/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0014,6118.99992,Retail_SuperShop_Harbor Depot_Bakery_PRD0014
01/12/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,720.0,Retail_ValueStore_Lakeside Depot_Frozen Foods_PRD0021
01/12/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,810.0,Retail_FoodBazaar_Lakeside Depot_Frozen Foods_PRD0023
01/12/23,Retail,SuperShop,West Depot,Produce,PRD0040,8400.0,Retail_SuperShop_West Depot_Produce_PRD0040
01/01/24,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,1035.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/01/24,Online,FreshMart,North Depot,Dairy,PRD0009,116562.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/01/24,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1176.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/01/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,1305.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0021
01/01/24,Retail,SuperShop,West Depot,Produce,PRD0040,13200.0,Retail_SuperShop_West Depot_Produce_PRD0040
01/01/24,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,15075.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/01/24,Retail,FoodBazaar,South Depot,Bakery,PRD0016,1584.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/01/24,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,16128.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/01/24,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,16176.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/01/24,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,1680.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/01/24,Online,FreshMart,North Depot,Snacks,PRD0007,1800.0,Online_FreshMart_North Depot_Snacks_PRD0007
01/01/24,Retail,QuickPick,South Depot,Bakery,PRD0017,1824.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/01/24,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,1848.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/01/24,Online,DailyNeeds,East Depot,Snacks,PRD0004,19395.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/01/24,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,1968.0,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/01/24,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,2070.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/01/24,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,216.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/01/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,2340.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/01/24,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,2430.0,Retail_ValueStore_Lakeside Depot_Frozen Foods_PRD0021
01/01/24,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,2568.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/01/24,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,2925.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/01/24,Retail,FoodBazaar,South Depot,Household,PRD0030,3048.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/01/24,Online,FreshMart,North Depot,Dairy,PRD0012,309852.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/01/24,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,315.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/01/24,Online,DailyNeeds,East Depot,Snacks,PRD0005,32400.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/01/24,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,3330.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/01/24,Retail,ValueStore,Central Depot,Personal Care,PRD0024,3360.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/01/24,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,3384.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/01/24,Retail,ValueStore,South Depot,Personal Care,PRD0024,3504.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/01/24,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,360.0,Retail_QuickPick_Lakeside Depot_Frozen Foods_PRD0023
01/01/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,3690.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/01/24,Retail,QuickPick,South Depot,Bakery,PRD0016,456.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/01/24,Online,DailyNeeds,East Depot,Dairy,PRD0008,460158.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/01/24,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,4656.0,Retail_QuickPick_Lakeside Depot_Bakery_PRD0018
01/01/24,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,540.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/01/24,Online,FreshMart,North Depot,Pantry,PRD0038,6300.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/01/24,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,6528.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/01/24,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,720.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/01/24,Retail,SuperShop,Harbor Depot,Bakery,PRD0014,7728.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0014
01/01/24,Online,DailyNeeds,East Depot,Bakery,PRD0016,8856.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/01/24,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,900.0,Retail_FoodBazaar_Lakeside Depot_Frozen Foods_PRD0023
01/01/24,Online,DailyNeeds,East Depot,Bakery,PRD0017,9240.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/02/24,Retail,ValueStore,Uptown Depot,Household,PRD0030,0.0,Retail_ValueStore_Uptown Depot_Household_PRD0030
01/02/24,Online,DailyNeeds,East Depot,Bakery,PRD0016,10224.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/02/24,Retail,SuperShop,Harbor Depot,Bakery,PRD0014,11064.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0014
01/02/24,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,1260.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/02/24,Online,DailyNeeds,East Depot,Bakery,PRD0017,12912.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/02/24,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,1305.0,Retail_FoodBazaar_Lakeside Depot_Frozen Foods_PRD0023
01/02/24,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,135.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/02/24,Online,FreshMart,North Depot,Pantry,PRD0038,16500.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/02/24,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,1680.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/02/24,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,180.0,Retail_ValueStore_Lakeside Depot_Frozen Foods_PRD0021
01/02/24,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,18360.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/02/24,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,1846.99992,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/02/24,Retail,QuickPick,South Depot,Bakery,PRD0016,1872.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/02/24,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,2040.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/02/24,Online,FreshMart,North Depot,Dairy,PRD0009,207120.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/02/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,2205.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0021
01/02/24,Online,DailyNeeds,East Depot,Snacks,PRD0004,22635.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/02/24,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,2400.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/02/24,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,24975.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/02/24,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,2655.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/02/24,Retail,ValueStore,Central Depot,Personal Care,PRD0024,2688.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/02/24,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,26928.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/02/24,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,3105.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/02/24,Retail,QuickPick,South Depot,Bakery,PRD0017,3240.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/02/24,Online,DailyNeeds,East Depot,Snacks,PRD0005,35325.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/02/24,Retail,SuperShop,West Depot,Produce,PRD0040,3600.0,Retail_SuperShop_West Depot_Produce_PRD0040
01/02/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,3645.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/02/24,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,3780.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/02/24,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,432.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/02/24,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,4368.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/02/24,Retail,FoodBazaar,South Depot,Bakery,PRD0016,4392.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/02/24,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,450.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/02/24,Online,FreshMart,North Depot,Dairy,PRD0012,494400.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/02/24,Retail,FoodBazaar,South Depot,Household,PRD0030,5350.99992,Retail_FoodBazaar_South Depot_Household_PRD0030
01/02/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,540.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/02/24,Retail,ValueStore,South Depot,Personal Care,PRD0024,5616.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/02/24,Online,FreshMart,North Depot,Snacks,PRD0007,585.0,Online_FreshMart_North Depot_Snacks_PRD0007
01/02/24,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,6600.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/02/24,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,6718.08,Retail_QuickPick_Lakeside Depot_Bakery_PRD0018
01/02/24,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,675.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/02/24,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,720.0,Retail_QuickPick_Lakeside Depot_Frozen Foods_PRD0023
01/02/24,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,7848.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/02/24,Online,DailyNeeds,East Depot,Dairy,PRD0008,884721.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/02/24,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,990.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/03/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,10215.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/03/24,Online,FreshMart,North Depot,Snacks,PRD0007,1125.0,Online_FreshMart_North Depot_Snacks_PRD0007
01/03/24,Retail,ValueStore,South Depot,Personal Care,PRD0024,11328.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/03/24,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,11544.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/03/24,Retail,FoodBazaar,South Depot,Household,PRD0030,11568.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/03/24,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,12384.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/03/24,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,12984.0,Retail_QuickPick_Lakeside Depot_Bakery_PRD0018
01/03/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,14175.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
