Date,Channel,Chain,Depot,SubCat,SKU,UnitsSold
01/02/22,Retail,FoodBazaar,West Depot,Bakery,PRD0017,456
01/02/22,Retail,QuickPick,South Depot,Bakery,PRD0014,456
01/02/22,Retail,ValueStore,Harbor Depot,Produce,PRD0019,480
01/02/22,Retail,FoodBazaar,Uptown Depot,Household,PRD0027,480
01/02/22,Retail,QuickPick,South Depot,Bakery,PRD0016,480
01/02/22,Retail,QuickPick,South Depot,Bakery,PRD0017,480
01/02/22,Retail,QuickPick,West Depot,Produce,PRD0019,480
01/02/22,Retail,ValueStore,Central Depot,Personal Care,PRD0024,4896
01/02/22,Retail,SuperShop,South Depot,Frozen Foods,PRD0023,495
01/02/22,Retail,QuickPick,South Depot,Frozen Foods,PRD0023,495
01/02/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0020,495
01/02/22,Retail,QuickPick,South Depot,Bakery,PRD0018,504
01/02/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0022,5085
01/02/22,Retail,ValueStore,Downtown Depot,Personal Care,PRD0024,528
01/02/22,Retail,FoodBazaar,South Depot,Bakery,PRD0016,528
01/02/22,Retail,QuickPick,South Depot,Frozen Foods,PRD0021,540
01/02/22,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0022,540
01/02/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0021,540
01/02/22,Retail,QuickPick,South Depot,Bakery,PRD0015,552
01/02/22,Online,FreshMart,North Depot,Snacks,PRD0002,5535
01/02/22,Retail,ValueStore,Uptown Depot,Bakery,PRD0014,576
01/02/22,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0022,585
01/02/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0014,600
01/02/22,Retail,QuickPick,Uptown Depot,Household,PRD0027,600
01/02/22,Online,DailyNeeds,East Depot,Dairy,PRD0008,606240
01/02/22,Online,DailyNeeds,East Depot,Snacks,PRD0003,6075
01/02/22,Online,DailyNeeds,East Depot,Dairy,PRD0012,611685
01/02/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0016,624
01/02/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0015,624
01/02/22,Retail,FoodBazaar,Downtown Depot,Produce,PRD0019,6240
01/02/22,Online,FreshMart,North Depot,Snacks,PRD0004,630
01/02/22,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0020,630
01/02/22,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0025,630
01/02/22,Retail,ValueStore,West Depot,Bakery,PRD0016,648
01/02/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0014,648
01/02/22,Retail,FoodBazaar,West Depot,Bakery,PRD0018,648
01/02/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,648
01/02/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0025,675
01/02/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0017,696
01/02/22,Online,DailyNeeds,East Depot,Dairy,PRD0009,709065
01/02/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0016,720
01/02/22,Retail,QuickPick,Uptown Depot,Household,PRD0028,720
01/02/22,Retail,SuperShop,Uptown Depot,Produce,PRD0019,7200
01/02/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0014,744
01/02/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,744
01/02/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0018,744
01/02/22,Retail,ValueStore,South Depot,Snacks,PRD0004,765
01/02/22,Retail,ValueStore,South Depot,Snacks,PRD0007,765
01/02/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0017,768
01/02/22,Online,DailyNeeds,East Depot,Dairy,PRD0011,806580
01/02/22,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0022,810
01/02/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0026,810
01/02/22,Retail,ValueStore,South Depot,Bakery,PRD0016,816
01/02/22,Retail,ValueStore,West Depot,Bakery,PRD0017,816
01/02/22,Retail,QuickPick,Harbor Depot,Bakery,PRD0014,840
01/02/22,Online,FreshMart,North Depot,Seafood,PRD0029,85200
01/02/22,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,855
01/02/22,Retail,FoodBazaar,Harbor Depot,Produce,PRD0019,8640
01/02/22,Online,DailyNeeds,East Depot,Dairy,PRD0010,875295
01/02/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0016,888
01/02/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,888
01/02/22,Retail,SuperShop,West Depot,Frozen Foods,PRD0023,90
01/02/22,Retail,ValueStore,Uptown Depot,Snacks,PRD0003,90
01/02/22,Retail,ValueStore,Uptown Depot,Snacks,PRD0005,90
01/02/22,Retail,ValueStore,Harbor Depot,Snacks,PRD0005,90
01/02/22,Retail,SuperShop,West Depot,Frozen Foods,PRD0021,900
01/02/22,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0020,900
01/02/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0025,900
01/02/22,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0023,945
01/02/22,Retail,SuperShop,West Depot,Produce,PRD0019,9552
01/02/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,960
01/02/22,Retail,QuickPick,Harbor Depot,Bakery,PRD0015,960
01/02/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0018,984
01/02/22,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0022,990
01/03/22,Retail,QuickPick,South Depot,Bakery,PRD0014,1008
01/03/22,Retail,FoodBazaar,West Depot,Bakery,PRD0016,1032
01/03/22,Retail,QuickPick,South Depot,Bakery,PRD0018,1032
01/03/22,Retail,SuperShop,West Depot,Frozen Foods,PRD0021,1035
01/03/22,Online,DailyNeeds,East Depot,Dairy,PRD0010,1049940
01/03/22,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0026,10710
01/03/22,Retail,ValueStore,Uptown Depot,Bakery,PRD0016,1080
01/03/22,Retail,FoodBazaar,Uptown Depot,Frozen Foods,PRD0026,1080
01/03/22,Retail,ValueStore,South Depot,Bakery,PRD0016,1128
01/03/22,Retail,ValueStore,Harbor Depot,Snacks,PRD0004,1170
01/03/22,Retail,QuickPick,West Depot,Bakery,PRD0016,120
01/03/22,Retail,FoodBazaar,West Depot,Produce,PRD0019,12000
01/03/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0025,1215
01/03/22,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0026,1215
01/03/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0017,1248
01/03/22,Online,FreshMart,North Depot,Dairy,PRD0013,125325
01/03/22,Retail,FoodBazaar,Harbor Depot,Household,PRD0030,1296
01/03/22,Retail,FoodBazaar,Downtown Depot,Produce,PRD0019,12990
01/03/22,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0026,1305
01/03/22,Retail,FoodBazaar,West Depot,Bakery,PRD0015,1319.04
01/03/22,Retail,ValueStore,Downtown Depot,Snacks,PRD0007,135
01/03/22,Retail,ValueStore,West Depot,Snacks,PRD0004,135
01/03/22,Retail,ValueStore,West Depot,Snacks,PRD0007,135
01/03/22,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,135
01/03/22,Retail,QuickPick,South Depot,Frozen Foods,PRD0026,135
01/03/22,Retail,ValueStore,Central Depot,Frozen Foods,PRD0020,1350
01/03/22,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0025,1350
01/03/22,Retail,ValueStore,West Depot,Bakery,PRD0016,1368
01/03/22,Retail,FoodBazaar,Uptown Depot,Household,PRD0030,1368
01/03/22,Retail,FoodBazaar,Harbor Depot,Household,PRD0028,1392
01/03/22,Retail,ValueStore,West Depot,Bakery,PRD0017,1416
01/03/22,Retail,QuickPick,Harbor Depot,Bakery,PRD0018,1416
01/03/22,Retail,ValueStore,Downtown Depot,Bakery,PRD0014,144
01/03/22,Retail,QuickPick,West Depot,Bakery,PRD0017,144
01/03/22,Retail,QuickPick,West Depot,Bakery,PRD0018,144
01/03/22,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0020,1440
01/03/22,Retail,ValueStore,Uptown Depot,Bakery,PRD0014,1440
01/03/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0014,1488
01/03/22,Retail,SuperShop,South Depot,Frozen Foods,PRD0022,1530
01/03/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0016,1536
01/03/22,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,1536
01/03/22,Online,FreshMart,North Depot,Snacks,PRD0004,1575
01/03/22,Online,DailyNeeds,East Depot,Snacks,PRD0003,16065
01/03/22,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,1620
01/03/22,Retail,QuickPick,Harbor Depot,Bakery,PRD0014,1656
01/03/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,1665
01/03/22,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0021,1665
01/03/22,Retail,ValueStore,Uptown Depot,Produce,PRD0019,16800
01/03/22,Retail,FoodBazaar,South Depot,Produce,PRD0019,16800
01/03/22,Retail,FoodBazaar,South Depot,Household,PRD0028,1728
01/03/22,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0020,1755
01/03/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0022,1755
01/03/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,1755
01/03/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0025,1755
01/03/22,Retail,QuickPick,South Depot,Frozen Foods,PRD0021,180
01/03/22,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0026,180
01/03/22,Retail,QuickPick,West Depot,Frozen Foods,PRD0020,180
01/03/22,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0022,1800
01/03/22,Retail,FoodBazaar,West Depot,Bakery,PRD0017,1800
01/03/22,Retail,ValueStore,South Depot,Bakery,PRD0014,1824
01/03/22,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0023,1845
01/03/22,Retail,QuickPick,South Depot,Frozen Foods,PRD0022,1845
01/03/22,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0023,1890
01/03/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,1896
01/03/22,Retail,QuickPick,Downtown Depot,Bakery,PRD0018,192
01/03/22,Retail,SuperShop,West Depot,Produce,PRD0019,1920
01/03/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,1920
01/03/22,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0022,1935
01/03/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0018,1944
01/03/22,Retail,FoodBazaar,West Depot,Bakery,PRD0018,1992
01/03/22,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0026,2070
01/03/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0022,2070
01/03/22,Retail,FoodBazaar,Uptown Depot,Household,PRD0031,2088
01/03/22,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0022,2115
01/03/22,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,2115
01/03/22,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,216
01/03/22,Retail,QuickPick,West Depot,Bakery,PRD0015,216
01/03/22,Retail,ValueStore,Uptown Depot,Bakery,PRD0017,2208
01/03/22,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,221712
01/03/22,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0025,225
01/03/22,Retail,QuickPick,West Depot,Frozen Foods,PRD0025,225
01/03/22,Retail,QuickPick,West Depot,Frozen Foods,PRD0023,225
01/03/22,Retail,ValueStore,South Depot,Produce,PRD0019,227520
01/03/22,Retail,FoodBazaar,Uptown Depot,Household,PRD0028,2280
01/03/22,Retail,ValueStore,Central Depot,Frozen Foods,PRD0025,2295
01/03/22,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0023,2295
01/03/22,Retail,ValueStore,South Depot,Bakery,PRD0017,2304
01/03/22,Retail,FoodBazaar,South Depot,Household,PRD0031,2304
01/03/22,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0025,2340
01/03/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0016,2376
01/03/22,Retail,QuickPick,South Depot,Household,PRD0028,24
01/03/22,Retail,QuickPick,Downtown Depot,Bakery,PRD0016,240
01/03/22,Retail,SuperShop,South Depot,Produce,PRD0019,2400
01/03/22,Retail,ValueStore,Central Depot,Produce,PRD0019,2400
01/03/22,Retail,FoodBazaar,Uptown Depot,Frozen Foods,PRD0023,2430
01/03/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0018,2496
01/03/22,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0020,2565
01/03/22,Online,FreshMart,North Depot,Dairy,PRD0009,257490
01/03/22,Retail,QuickPick,Downtown Depot,Bakery,PRD0014,264
01/03/22,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0022,2655
01/03/22,Retail,ValueStore,Harbor Depot,Bakery,PRD0017,2688
01/03/22,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0022,2700
01/03/22,Retail,SuperShop,West Depot,Frozen Foods,PRD0022,2745
01/03/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0025,2790
01/03/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0015,2856
01/03/22,Online,FreshMart,North Depot,Dairy,PRD0012,287370
01/03/22,Retail,QuickPick,Uptown Depot,Produce,PRD0019,2880
01/03/22,Retail,QuickPick,South Depot,Produce,PRD0019,2880
01/03/22,Retail,ValueStore,Harbor Depot,Bakery,PRD0014,3000
01/03/22,Retail,ValueStore,Central Depot,Frozen Foods,PRD0023,3015
01/03/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0014,3024
01/03/22,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0026,3105
01/03/22,Retail,QuickPick,West Depot,Frozen Foods,PRD0021,315
01/03/22,Retail,ValueStore,Harbor Depot,Bakery,PRD0016,3168
01/03/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,3195
01/03/22,Online,DailyNeeds,East Depot,Snacks,PRD0004,31950
01/03/22,Retail,FoodBazaar,South Depot,Bakery,PRD0015,3240
01/03/22,Retail,FoodBazaar,South Depot,Bakery,PRD0017,3264
01/03/22,Online,FreshMart,North Depot,Dairy,PRD0010,329625
01/03/22,Online,FreshMart,North Depot,Seafood,PRD0029,329688
01/03/22,Retail,ValueStore,Central Depot,Frozen Foods,PRD0026,3330
01/03/22,Retail,ValueStore,Central Depot,Bakery,PRD0017,336
01/03/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0016,3384
01/03/22,Retail,ValueStore,West Depot,Personal Care,PRD0024,3456
01/03/22,Retail,FoodBazaar,Uptown Depot,Frozen Foods,PRD0022,3465
01/03/22,Online,DailyNeeds,East Depot,Snacks,PRD0006,34920
01/03/22,Online,DailyNeeds,East Depot,Dairy,PRD0008,353025
01/03/22,Online,DailyNeeds,East Depot,Snacks,PRD0007,35415
01/03/22,Retail,ValueStore,Uptown Depot,Personal Care,PRD0024,3552
01/03/22,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0021,360
01/03/22,Retail,ValueStore,Uptown Depot,Snacks,PRD0004,360
01/03/22,Retail,ValueStore,Downtown Depot,Bakery,PRD0016,360
01/03/22,Retail,FoodBazaar,West Depot,Household,PRD0030,360
01/03/22,Retail,QuickPick,West Depot,Frozen Foods,PRD0022,360
01/03/22,Retail,QuickPick,West Depot,Frozen Foods,PRD0026,360
01/03/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,3696
01/03/22,Retail,FoodBazaar,South Depot,Bakery,PRD0016,3696
01/03/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,3816
01/03/22,Retail,ValueStore,Central Depot,Frozen Foods,PRD0022,3825
01/03/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0017,3984
01/03/22,Retail,SuperShop,West Depot,Frozen Foods,PRD0020,405
01/03/22,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0021,405
01/03/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0022,4050
01/03/22,Retail,ValueStore,Central Depot,Bakery,PRD0014,408
01/03/22,Retail,FoodBazaar,Downtown Depot,Household,PRD0030,408
01/03/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0018,408
01/03/22,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0023,4095
01/03/22,Retail,FoodBazaar,Uptown Depot,Produce,PRD0019,42720
01/03/22,Retail,FoodBazaar,South Depot,Bakery,PRD0014,4368
01/03/22,Retail,ValueStore,Downtown Depot,Snacks,PRD0005,45
01/03/22,Retail,ValueStore,Harbor Depot,Snacks,PRD0005,45
01/03/22,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0020,45
01/03/22,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,450
01/03/22,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0025,450
01/03/22,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0020,450
01/03/22,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0023,450
01/03/22,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0021,450
01/03/22,Retail,QuickPick,South Depot,Frozen Foods,PRD0025,450
01/03/22,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,450
01/03/22,Online,FreshMart,North Depot,Snacks,PRD0006,4500
01/03/22,Retail,FoodBazaar,South Depot,Bakery,PRD0018,4512
01/03/22,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,4590
01/03/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0018,4632
01/03/22,Online,FreshMart,North Depot,Snacks,PRD0003,4770
01/03/22,Online,DailyNeeds,East Depot,Bakery,PRD0014,47760
01/03/22,Retail,QuickPick,West Depot,Produce,PRD0019,480
01/03/22,Online,FreshMart,North Depot,Snacks,PRD0007,4905
01/03/22,Retail,SuperShop,South Depot,Frozen Foods,PRD0021,495
01/03/22,Retail,ValueStore,Uptown Depot,Snacks,PRD0007,495
01/03/22,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0022,495
01/03/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0026,495
01/03/22,Retail,FoodBazaar,South Depot,Household,PRD0030,504
01/03/22,Online,DailyNeeds,East Depot,Bakery,PRD0016,50832
01/03/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0023,5085
01/03/22,Online,DailyNeeds,East Depot,Snacks,PRD0005,51345
01/03/22,Online,DailyNeeds,East Depot,Bakery,PRD0015,51768
01/03/22,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0023,540
01/03/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0021,540
01/03/22,Online,FreshMart,North Depot,Dairy,PRD0008,54225
01/03/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0014,552
01/03/22,Retail,QuickPick,Harbor Depot,Bakery,PRD0016,552
01/03/22,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0025,5535
01/03/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,5670
01/03/22,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,576
01/03/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,576
01/03/22,Retail,FoodBazaar,Harbor Depot,Produce,PRD0019,5760
01/03/22,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0020,585
01/03/22,Retail,ValueStore,South Depot,Snacks,PRD0004,585
01/03/22,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0023,585
01/03/22,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,5940
01/03/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0017,600
01/03/22,Retail,ValueStore,Downtown Depot,Personal Care,PRD0024,624
01/03/22,Retail,FoodBazaar,West Depot,Household,PRD0031,624
01/03/22,Retail,ValueStore,West Depot,Bakery,PRD0014,648
01/03/22,Online,DailyNeeds,East Depot,Dairy,PRD0012,670995
01/03/22,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0022,675
01/03/22,Online,DailyNeeds,East Depot,Dairy,PRD0013,681539.85
01/03/22,Retail,FoodBazaar,Downtown Depot,Household,PRD0028,696
01/03/22,Online,FreshMart,North Depot,Snacks,PRD0005,7020
01/03/22,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0022,7155
01/03/22,Online,FreshMart,North Depot,Dairy,PRD0011,715725
01/03/22,Retail,ValueStore,Central Depot,Bakery,PRD0016,72
01/03/22,Retail,QuickPick,Downtown Depot,Bakery,PRD0015,72
01/03/22,Retail,QuickPick,Downtown Depot,Bakery,PRD0017,72
01/03/22,Retail,QuickPick,Harbor Depot,Household,PRD0028,72
01/03/22,Retail,SuperShop,West Depot,Frozen Foods,PRD0023,720
01/03/22,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0022,720
01/03/22,Retail,QuickPick,Harbor Depot,Produce,PRD0019,720
01/03/22,Retail,ValueStore,South Depot,Personal Care,PRD0024,7488
01/03/22,Online,DailyNeeds,East Depot,Bakery,PRD0017,75288
01/03/22,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0023,7605
01/03/22,Retail,ValueStore,Harbor Depot,Snacks,PRD0007,765
01/03/22,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0023,765
01/03/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0020,765
01/03/22,Online,DailyNeeds,East Depot,Snacks,PRD0002,78480
01/03/22,Retail,SuperShop,South Depot,Frozen Foods,PRD0023,810
01/03/22,Retail,ValueStore,Harbor Depot,Snacks,PRD0003,810
01/03/22,Retail,QuickPick,South Depot,Frozen Foods,PRD0023,810
01/03/22,Retail,FoodBazaar,Downtown Depot,Household,PRD0031,816
01/03/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,816
01/03/22,Retail,QuickPick,Harbor Depot,Bakery,PRD0015,816
01/03/22,Online,DailyNeeds,East Depot,Dairy,PRD0009,847665
01/03/22,Retail,ValueStore,Central Depot,Personal Care,PRD0024,8544
01/03/22,Retail,FoodBazaar,West Depot,Bakery,PRD0014,888
01/03/22,Retail,QuickPick,South Depot,Bakery,PRD0015,888
01/03/22,Retail,ValueStore,Central Depot,Snacks,PRD0004,90
01/03/22,Retail,ValueStore,Uptown Depot,Snacks,PRD0005,90
01/03/22,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0026,90
01/03/22,Retail,QuickPick,South Depot,Frozen Foods,PRD0020,90
01/03/22,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0020,90
01/03/22,Retail,ValueStore,South Depot,Snacks,PRD0007,900
01/03/22,Retail,QuickPick,South Depot,Bakery,PRD0017,912
01/03/22,Retail,QuickPick,Harbor Depot,Bakery,PRD0017,912
01/03/22,Online,DailyNeeds,East Depot,Bakery,PRD0018,92616
01/03/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0023,945
01/03/22,Retail,SuperShop,Harbor Depot,Bakery,PRD0015,96
01/03/22,Retail,QuickPick,South Depot,Bakery,PRD0016,96
01/03/22,Retail,QuickPick,West Depot,Bakery,PRD0014,96
01/03/22,Online,FreshMart,North Depot,Snacks,PRD0002,9675
01/03/22,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0023,9765
01/03/22,Online,DailyNeeds,East Depot,Dairy,PRD0011,999945
01/04/22,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0020,0
01/04/22,Retail,SuperShop,Central Depot,Frozen Foods,PRD0022,0
01/04/22,Retail,SuperShop,Central Depot,Frozen Foods,PRD0023,0
01/04/22,Retail,SuperShop,Central Depot,Frozen Foods,PRD0021,0
01/04/22,Retail,SuperShop,Central Depot,Bakery,PRD0015,0
01/04/22,Retail,SuperShop,Central Depot,Bakery,PRD0017,0
01/04/22,Retail,SuperShop,Central Depot,Bakery,PRD0018,0
01/04/22,Retail,SuperShop,Harbor Depot,Bakery,PRD0015,1032
01/04/22,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0023,1035
01/04/22,Online,DailyNeeds,East Depot,Bakery,PRD0017,104640
01/04/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,1056
01/04/22,Retail,FoodBazaar,Downtown Depot,Meat,PRD0032,108
01/04/22,Retail,FoodBazaar,Downtown Depot,Meat,PRD0033,108
01/04/22,Retail,SuperShop,West Depot,Frozen Foods,PRD0023,1080
01/04/22,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0022,1080
01/04/22,Online,DailyNeeds,East Depot,Snacks,PRD0002,110385
01/04/22,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,1152
01/04/22,Retail,ValueStore,South Depot,Produce,PRD0019,115680
01/04/22,Retail,FoodBazaar,Uptown Depot,Meat,PRD0032,120
01/04/22,Retail,SuperShop,South Depot,Frozen Foods,PRD0022,1260
01/04/22,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0022,1260
01/04/22,Retail,ValueStore,Harbor Depot,Snacks,PRD0004,1260
01/04/22,Retail,FoodBazaar,South Depot,Bakery,PRD0016,1272
01/04/22,Retail,ValueStore,Uptown Depot,Produce,PRD0019,12960
01/04/22,Retail,ValueStore,West Depot,Snacks,PRD0004,135
01/04/22,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0026,135
01/04/22,Retail,FoodBazaar,Harbor Depot,Household,PRD0030,1368
01/04/22,Retail,SuperShop,West Depot,Frozen Foods,PRD0021,1395
01/04/22,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0022,14085
01/04/22,Retail,ValueStore,West Depot,Bakery,PRD0016,144
01/04/22,Retail,SuperShop,South Depot,Produce,PRD0019,1440
01/04/22,Retail,FoodBazaar,South Depot,Produce,PRD0019,1440
01/04/22,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0022,1440
01/04/22,Retail,QuickPick,Uptown Depot,Produce,PRD0019,1440
01/04/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0022,1440
01/04/22,Online,DailyNeeds,East Depot,Snacks,PRD0004,14490
01/04/22,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0022,1485
01/04/22,Retail,ValueStore,South Depot,Bakery,PRD0017,1488
01/04/22,Retail,QuickPick,Harbor Depot,Bakery,PRD0016,1488
01/04/22,Retail,FoodBazaar,South Depot,Bakery,PRD0018,1512
01/04/22,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0023,1530
01/04/22,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0023,1530
01/04/22,Retail,FoodBazaar,South Depot,Bakery,PRD0015,1560
01/04/22,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0021,1575
01/04/22,Retail,ValueStore,Harbor Depot,Snacks,PRD0007,1575
